,OBJECTID_1,OBJECTID,PLOT,Exposure,SITE,GPS,GPS_ID,water_depth,SCH_P,SCH_D,TYP_P,TYP_D,LAT,LONGITUDE,fetch,REI_projected,cost_distance,slope,speed_limit,SL_MJ
175,175,177,9,Exposed,WPSN,Green,85,78,0,0,0,0,46.21513498,-84.150424,2210.489014,9072.026367,2.727165937,-5.627241135,14,489.6196899
176,176,178,10,Exposed,WPSN,Green,86,95,0,0,0,0,46.21509098,-84.15043398,2210.489014,9072.026367,2.721226215,1.613193154,14,489.6196899
177,177,179,11,Exposed,WPSN,Green,87,104,0,0,0,0,46.21504596,-84.15044202,2210.489014,9072.026367,2.721226215,1.613193154,14,489.6196899
178,178,180,12,Exposed,WPSN,Green,88,111,0,0,0,0,46.21808801,-84.14379702,2600.893066,10660.29102,4.531321526,1.613193154,14,489.6196899
179,179,181,2,Unexposed,WPEC,Green,91,1,0,0,0,0,46.22098002,-84.14719303,1560.325,5888.140137,31.47844315,0.143632039,14,489.6196899
180,180,182,3,Unexposed,WPEC,Green,92,20,0,0,0,0,46.22095898,-84.14706697,1560.324951,5888.140137,25.20005035,0.143632039,14,489.6196899
181,181,183,4,Unexposed,WPEC,Green,93,17,0,0,0,0,46.22093601,-84.14694702,1560.324951,5888.140137,18.92165565,0.143632039,14,489.6196899
182,182,184,5,Unexposed,WPEC,Green,94,22,0,0,0,0,46.22091204,-84.14682398,1560.324951,5888.140137,14.63488674,0.776229858,14,489.6196899
183,183,185,6,Unexposed,WPEC,Green,95,12,0,0,0,0,46.220891,-84.14669196,1782.417969,6757.725586,14.63488674,0.776229858,14,489.6196899
184,184,186,7,Unexposed,WPEC,Green,96,18,0,0,0,0,46.22088203,-84.14657101,1782.417969,6757.725586,8.680757523,0.776229858,14,489.6196899
185,185,187,8,Unexposed,WPEC,Green,97,25,0,0,0,0,46.22085898,-84.14644604,1782.417969,6757.725586,4.689344406,0.776229858,14,489.6196899
186,186,188,9,Unexposed,WPEC,Green,98,40,0,0,0,0,46.22083702,-84.14631897,1890.16394,7272.549805,4.686048985,0.776780307,14,489.6196899
187,187,189,10,Unexposed,WPEC,Green,99,70,1,17,0,0,46.22081498,-84.14619299,1890.16394,7272.549805,4.686048985,0.776780307,14,489.6196899
188,188,190,11,Unexposed,WPEC,Green,100,78,1,11,0,0,46.22080098,-84.14607103,1890.16394,7272.549805,4.683177471,0.776780307,14,489.6196899
189,189,191,12,Unexposed,WPEC,Green,101,73,0,0,0,0,46.22078103,-84.14594203,1984.151001,7747.742188,4.674736977,0.26391229,14,489.6196899
190,190,192,13,Unexposed,WPEC,Green,102,71,0,0,0,0,46.22075999,-84.14582301,1984.151001,7747.742188,4.67240715,0.26391229,14,489.6196899
191,191,193,14,Unexposed,WPEC,Green,103,73,0,0,0,0,46.22074298,-84.145706,1984.151001,7747.742188,4.670592308,0.26391229,14,489.6196899
192,192,194,15,Unexposed,WPEC,Green,104,65,0,0,0,0,46.22066603,-84.14532303,2083.771973,8234.670898,10.2810688,0.558366597,14,489.6196899
193,193,195,16,Unexposed,WPEC,Green,106,60,0,0,0,0,46.22092503,-84.14555697,2083.771973,8234.670898,4.683149338,0.309996754,14,489.6196899
194,194,196,15,Unexposed,WPEN,Green,107,65,0,0,0,0,46.22093299,-84.14568898,1974.072998,7707.409668,4.683149338,0.26391229,14,489.6196899
195,195,197,14,Unexposed,WPEN,Green,108,64,0,0,0,0,46.22093702,-84.14581002,1974.072998,7707.409668,5.86171627,0.26391229,14,489.6196899
196,196,198,13,Unexposed,WPEN,Green,109,65,0,0,0,0,46.22095797,-84.14594396,1974.072998,7707.409668,4.686911583,0.26391229,14,489.6196899
197,197,199,12,Unexposed,WPEN,Green,110,75,0,0,0,0,46.22095596,-84.14605896,1867.33606,7181.37793,4.689072609,0.776780307,14,489.6196899
198,198,200,11,Unexposed,WPEN,Green,111,80,0,0,0,0,46.22095998,-84.14617999,1867.33606,7181.37793,4.689072609,0.776780307,14,489.6196899
199,199,201,10,Unexposed,WPEN,Green,112,89,1,9,0,0,46.22095504,-84.14631402,1867.33606,7181.37793,4.691734791,0.776780307,14,489.6196899
200,200,202,9,Unexposed,WPEN,Green,113,65,1,18,0,0,46.22095797,-84.146439,1802.791016,6853.937012,4.694815636,0.776229858,14,489.6196899
201,201,203,8,Unexposed,WPEN,Green,114,46,0,0,0,0,46.22096803,-84.14658098,1802.791016,6853.937012,6.364868164,0.776229858,14,489.6196899
202,202,204,7,Unexposed,WPEN,Green,115,30,0,0,0,0,46.220992,-84.14670504,1802.791016,6853.937012,12.64326286,0.560976803,14,489.6196899
203,203,205,6,Unexposed,WPEN,Green,116,22,0,0,0,0,46.22101103,-84.14682096,1676.454956,6328.801758,12.64326286,0.560976803,14,489.6196899
204,204,206,5,Unexposed,WPEN,Green,117,21,0,0,0,0,46.22102302,-84.14695197,1676.454956,6328.801758,18.92165565,0.244898304,14,489.6196899
205,205,207,4,Unexposed,WPEN,Green,118,20,0,0,0,0,46.22102997,-84.14707996,1676.454956,6328.801758,25.20005035,0.244898304,14,489.6196899
206,206,208,3,Unexposed,WPEN,Green,119,19,0,0,0,0,46.22104598,-84.14719798,1676.454956,6328.801758,31.50026703,0.244898304,14,489.6196899
207,207,209,2,Unexposed,WPEN,Green,120,21,0,0,0,0,46.22106501,-84.14732798,1676.454956,6328.801758,37.59770966,0.465818346,14,489.6196899
208,208,210,1,Unexposed,WPEN,Green,121,0,0,0,0,0,46.22091103,-84.14736603,1676.454956,6328.801758,39.02126694,0.317954034,14,489.6196899
209,209,211,1,Unexposed,WPES,Gray,49,0,0,0,0,0,46.220804,-84.14739897,1560.324951,5888.140137,40.970047,0.317954034,14,489.6196899
210,210,212,2,Unexposed,WPES,Gray,50,20,0,0,0,0,46.220775,-84.14730501,1560.324951,5888.140137,35.00175476,0.317954034,14,489.6196899
211,211,213,3,Unexposed,WPES,Gray,51,19,0,0,0,0,46.22075597,-84.14715699,1560.324951,5888.140137,29.09565353,0.143632039,14,489.6196899
212,212,214,4,Unexposed,WPES,Gray,52,20,0,0,0,0,46.22073099,-84.147029,1560.324951,5888.140137,29.09565353,0.143632039,14,489.6196899
213,213,215,5,Unexposed,WPES,Gray,53,21,0,0,0,0,46.22070299,-84.14690604,1560.324951,5888.140137,23.2718544,0.187771708,14,489.6196899
214,214,216,6,Unexposed,WPES,Gray,54,23,0,0,0,0,46.22068699,-84.14677402,1782.417969,6757.725586,21.07706261,0.59819454,14,489.6196899
215,215,217,7,Unexposed,WPES,Gray,55,34,0,0,0,0,46.220676,-84.14664703,1786.001953,6759.043457,15.87641621,0.59819454,14,489.6196899
216,216,218,8,Unexposed,WPES,Gray,56,37,0,0,0,0,46.22066402,-84.14652399,1786.001953,6759.043457,10.43831635,0.59819454,14,489.6196899
217,217,219,9,Unexposed,WPES,Gray,57,67,0,0,0,0,46.22065396,-84.14638703,1889.33606,7265.335938,10.43831635,0.572991014,14,489.6196899
218,218,220,10,Unexposed,WPES,Gray,58,78,1,15,0,0,46.22062697,-84.14627697,1889.33606,7265.335938,4.674965858,0.572991014,14,489.6196899
219,219,221,11,Unexposed,WPES,Gray,59,68,1,47,0,0,46.22060099,-84.14615502,1889.33606,7265.335938,4.671770096,0.572991014,14,489.6196899
220,220,222,12,Unexposed,WPES,Gray,60,64,1,5,0,0,46.22058196,-84.14601998,1990.602051,7762.151855,4.668907166,0.692291439,14,489.6196899
221,221,223,13,Unexposed,WPES,Gray,61,60,0,0,0,0,46.22056101,-84.145879,1990.602051,7762.151855,4.666396141,0.692291439,14,489.6196899
222,222,224,14,Unexposed,WPES,Gray,62,61,0,0,0,0,46.22054701,-84.14574699,1990.602051,7762.151855,4.660473824,0.692291439,14,489.6196899
223,223,225,15,Unexposed,WPES,Gray,63,61,0,0,0,0,46.22053301,-84.14562101,2083.810059,8228.698242,4.65822506,0.558366597,14,489.6196899
224,224,226,1,Exposed,SIWN,Gray,64,0,0,0,0,0,46.302458,-84.209401,799.0479736,3898.886719,10.91563416,0.605455935,10,249.805954
225,225,227,2,Exposed,SIWN,Gray,65,42,0,0,0,0,46.302469,-84.209497,799.0479736,3898.886719,4.940400124,0.605455935,10,249.805954
226,226,228,3,Exposed,SIWN,Gray,66,25,0,0,0,0,46.302465,-84.20956,799.0479736,3898.886719,4.940400124,0.605455935,10,249.805954
227,227,229,4,Exposed,SIWN,Gray,67,32,0,0,0,0,46.302489,-84.209605,819.8880005,3965.927979,8.11992836,0.86221087,10,249.805954
228,228,230,5,Exposed,SIWN,Gray,68,36,0,0,0,0,46.302502,-84.209671,819.8880005,3965.927979,2.706163883,-2.58,10,249.805954
229,229,231,6,Exposed,SIWN,Gray,69,45,0,0,0,0,46.302514,-84.209744,819.8880005,3965.927979,2.706163883,-2.58,10,249.805954
230,230,232,7,Exposed,SIWN,Gray,70,54,0,0,0,0,46.302517,-84.209804,819.8880005,3965.927979,2.700031281,-2.58,10,249.805954
231,231,233,8,Exposed,SIWN,Gray,71,81,0,0,0,0,46.30253,-84.209874,819.8880005,3965.927979,2.700031281,-2.58,10,249.805954
232,232,234,9,Exposed,SIWN,Gray,72,82,0,0,0,0,46.302537,-84.209939,819.8880005,3965.927979,2.700031281,-2.58,10,249.805954
233,233,235,10,Exposed,SIWN,Gray,73,104,0,0,0,0,46.30254,-84.210003,828.8519897,3983.174316,2.693906784,-2.58,10,249.805954
234,234,236,11,Exposed,SIWN,Gray,74,129,0,0,0,0,46.302542,-84.21007,828.8519897,3983.174316,2.693906784,-2.58,10,249.805954
235,235,237,1,Exposed,SIWC,Gray,75,1,0,0,0,0,46.302222,-84.209818,821.4689941,3975.765625,2.696434259,4.284404755,10,249.805954
236,236,238,2,Exposed,SIWC,Gray,76,14,0,0,0,0,46.302235,-84.20988,821.4689941,3975.765625,2.696434259,4.284404755,10,249.805954
237,237,239,3,Exposed,SIWC,Gray,77,50,0,0,0,0,46.302235,-84.209944,821.4689941,3975.765625,2.696434259,4.284404755,10,249.805954
238,238,240,4,Exposed,SIWC,Gray,78,94,0,0,0,0,46.302235,-84.210019,826.5570068,3981.519531,2.69020915,4.284404755,10,249.805954
239,239,241,5,Exposed,SIWC,Gray,79,121,0,0,0,0,46.302229,-84.210075,826.5570068,3981.519531,2.69020915,4.284404755,10,249.805954
240,240,242,1,Exposed,SIWS,Gray,80,0,0,0,0,0,46.301911,-84.209843,832.8179932,3995.137939,2.694630146,17.48821449,10,249.805954
241,241,243,2,Exposed,SIWS,Gray,81,42,0,0,0,0,46.301908,-84.209925,832.8179932,3995.137939,2.694630146,17.48821449,10,249.805954
242,242,244,3,Exposed,SIWS,Gray,82,73,0,0,0,0,46.30192,-84.209998,850.2260132,4047.920166,2.68835187,17.48821449,10,249.805954
243,243,245,4,Exposed,SIWS,Gray,83,106,0,0,0,0,46.301878,-84.210064,850.2260132,4047.920166,2.68835187,-3.625,10,249.805954
244,244,246,5,Exposed,SIWS,Gray,84,124,0,0,0,0,46.301851,-84.210083,850.2260132,4047.920166,2.68835187,-3.625,10,249.805954
245,245,247,6,Exposed,SIWS,Gray,85,135,0,0,0,0,46.301839,-84.210175,850.2260132,4047.920166,2.682073355,-3.625,10,249.805954
246,246,248,7,Exposed,SIWS,Gray,86,146,0,0,0,0,46.301834,-84.21026,850.2260132,4047.920166,2.682073355,-3.625,10,249.805954
247,247,249,8,Exposed,SIWS,Gray,87,145,0,0,0,0,46.301788,-84.210294,850.2260132,4047.920166,2.682475805,-3.625,10,249.805954
248,248,250,9,Exposed,SIWS,Gray,88,145,0,0,0,0,46.301741,-84.210336,850.2260132,4047.920166,2.676210403,-3.625,10,249.805954
249,249,251,1,Unexposed,SIES,Gray,89,24,0,0,1,33,46.301075,-84.205513,850.2260132,4047.920166,28.75598335,0.069035448,10,249.805954
250,250,252,2,Unexposed,SIES,Gray,90,37,0,0,1,22,46.300982,-84.205432,850.2260132,4047.920166,20.95752525,0.139698207,10,249.805954
251,251,253,3,Unexposed,SIES,Gray,91,29,0,0,1,25,46.300903,-84.205425,850.2260132,4047.920166,18.25313187,0.139698207,10,249.805954
252,252,254,4,Unexposed,SIES,Gray,92,29,0,0,1,24,46.300848,-84.205331,317.6740112,1398.186279,18.25313187,0.288723618,10,249.805954
253,253,255,5,Unexposed,SIES,Gray,93,53,0,0,0,0,46.300773,-84.205202,317.6740112,1398.186279,9.714370728,0.288723618,10,249.805954
254,254,256,6,Unexposed,SIES,Gray,94,79,0,0,0,0,46.30072,-84.205117,566.7999878,2684.079102,5.251763344,0.345463604,10,249.805954
255,255,257,7,Unexposed,SIES,Gray,95,89,0,0,0,0,46.300645,-84.205032,566.7999878,2684.079102,3.037133455,0.345463604,10,249.805954
256,256,258,8,Unexposed,SIES,Gray,96,95,0,0,0,0,46.300576,-84.20494,603.7990112,2845.250244,3.038384914,0.345463604,10,249.805954
257,257,259,9,Unexposed,SIES,Gray,97,111,0,0,0,0,46.300529,-84.204851,603.7990112,2845.250244,3.032232523,0.345463604,10,249.805954
258,258,260,10,Unexposed,SIEC,Gray,98,104,0,0,0,0,46.300803,-84.204733,435.3160095,1957.202148,3.052403688,0.345463604,10,249.805954
259,259,261,9,Unexposed,SIEC,Gray,99,101,0,0,0,0,46.300851,-84.204854,435.3160095,1957.202148,3.050941706,0.345463604,10,249.805954
260,260,263,7,Unexposed,SIEC,Gray,101,67,0,0,0,0,46.300949,-84.205039,317.6740112,1398.186279,9.280721664,0.288723618,10,249.805954
261,261,264,6,Unexposed,SIEC,Gray,102,35,0,0,1,16,46.300994,-84.205137,317.6740112,1398.186279,15.29144192,0.288723618,10,249.805954
262,262,265,5,Unexposed,SIEC,Gray,103,35,0,0,1,37,46.301044,-84.205254,207.4380035,868.6532593,17.21677971,0.134228334,10,249.805954
263,263,266,4,Unexposed,SIEC,Gray,104,32,0,0,1,8,46.301076,-84.205344,207.4380035,868.6532593,23.11341858,0.134228334,10,249.805954
264,264,267,3,Unexposed,SIEC,Gray,105,38,0,0,1,31,46.301125,-84.205438,207.4380035,868.6532593,23.11341858,0.069035448,10,249.805954
265,265,268,2,Unexposed,SIEC,Gray,106,25,0,0,1,31,46.301185,-84.205519,207.4380035,868.6532593,31.31007385,0.069035448,10,249.805954
266,266,269,1,Unexposed,SIEC,Gray,107,20,0,0,1,21,46.301238,-84.205622,207.4380035,868.6532593,36.85488892,0.069035448,10,249.805954
267,267,270,1,Unexposed,SIEN,Gray,108,50,0,0,1,8,46.301394,-84.205313,191.9830017,797.9469604,28.1429615,0.103709728,10,249.805954
268,268,271,2,Unexposed,SIEN,Gray,109,45,0,0,1,21,46.301349,-84.205189,191.9830017,797.9469604,21.48040962,0.103709728,10,249.805954
269,269,272,3,Unexposed,SIEN,Gray,110,20,0,0,1,31,46.301292,-84.205097,191.9830017,797.9469604,15.43140125,0.103709728,10,249.805954
270,270,273,4,Unexposed,SIEN,Gray,111,57,0,0,0,0,46.301244,-84.205011,207.4380035,868.6532593,15.43140125,0.134228334,10,249.805954
271,271,274,5,Unexposed,SIEN,Gray,112,72,0,0,0,0,46.301196,-84.204881,322.0880127,1400.36499,8.47410202,0.477346867,10,249.805954
272,272,275,6,Unexposed,SIEN,Gray,113,76,0,0,0,0,46.30115,-84.204804,322.0880127,1400.36499,8.47410202,0.477346867,10,249.805954
273,273,276,7,Unexposed,SIEN,Gray,114,89,0,0,0,0,46.301092,-84.204707,322.0880127,1400.36499,3.064819813,0.477346867,10,249.805954
274,274,277,8,Unexposed,SIEN,Gray,115,106,0,0,0,0,46.301077,-84.204656,322.0880127,1400.36499,3.064819813,0.477346867,10,249.805954
