,OBJECTID_1,OBJECTID,PLOT,Exposure,SITE,GPS,GPS_ID,water_depth,SCH_p,SCH_D,TYP_P,TYP_D,ORG_DEP,LATITUDE,LONGITUDE,Slope,tot_Slope,avg_slope,Fetch_projected,REI_projected,lake_huron,NLCD,Euc_d,Cost_d,cost_sug,Cost_avg,water_depth1,F2013_NCMP_MI_Huron_46084b2c_BareEarth_1mGrid,new_slope,be_stmarys_01,be_stmarys_02_1_,be_stmarys_03,be_stmarys_04,be_stmarys_05,be_stmarys_06,be_stmarys_078,slope_rise_run,slope_riseRun1,slope_rise_run_1,slope_riseRun1_1,small_cost,cost_small,Field,slope_USE,Field1,inside1_small_backwards,F1,site_id,crew_name,date,year,transect_num,point_num,bottom_vis,substrate_type,org_depth_cm,
129,129,131,4,Unexposed,KPWS,Gray,24,54,0,0,0,0,13,46.23558104,-84.18758601,-1.4,-0.62143,-0.44667,1638.932007,8197.592773,15,11,814.1312866,1316.2323,1746105.625,1304540,176.0899963,-0.0044667,-0.401359588,NA,NA,NA,NA,NA,NA,NA,2.729529858,NA,2.729529858,NA,433.3319092,27.14929771,NA,-0.62143,NA,,,,,,,,,,,,5.758104324
130,130,132,5,Unexposed,KPWS,Gray,25,60,0,0,0,0,13,46.23555103,-84.18770797,-0.6,-0.62143,-0.44667,1913.031006,9505.833984,17,11,953.2149658,1320.321289,1386881.75,1304540,175.9100037,-0.0044667,16.11660957,NA,NA,NA,NA,NA,NA,NA,-0.484851182,NA,-0.484851182,NA,415.579895,20.9783287,NA,-0.62143,NA,,,,,,,,,,,,48.63693619
131,131,133,6,Unexposed,KPWS,Gray,26,65,1,25,0,0,10,46.23554299,-84.18783001,-0.5,-0.62143,-0.44667,1913.031006,9505.833984,17,11,953.2149658,1325.152222,1179415.125,1304540,175.8300018,-0.0044667,0.797954321,NA,NA,NA,NA,NA,NA,NA,-1.794861317,NA,-1.794861317,NA,415.579895,14.82845402,NA,-0.62143,NA,,,,,,,,,,,,45.50657654
132,132,134,7,Unexposed,KPWS,Gray,27,70,1,8,0,0,10,46.23553402,-84.18796504,-0.5,-0.62143,-0.44667,1913.031006,9505.833984,17,11,953.2149658,1330.610596,1179415.125,1304540,175.7700043,-0.0044667,-0.957676232,NA,NA,NA,NA,NA,NA,NA,1.458001971,NA,1.458001971,NA,415.4708862,13.44163132,NA,-0.62143,NA,,,,,,,,,,,,7.839232922
133,133,135,8,Unexposed,KPWS,Gray,28,77,1,24,0,0,2,46.23552396,-84.18809596,-0.7,-0.62143,-0.44667,2084.641113,10269.56836,17,11,953.2149658,1336.799805,1068636.5,1304540,175.7799988,-0.0044667,3.5432446,NA,NA,NA,NA,NA,NA,NA,0.84477061,NA,0.84477061,NA,415.3563232,13.44163132,NA,-0.62143,NA,,,,,,,,,,,,7.177005768
134,134,136,9,Unexposed,KPWS,Gray,29,77,1,14,0,0,4,46.23552103,-84.18822899,0,-0.62143,-0.44667,2084.641113,10269.56836,17,11,953.2149658,1336.799805,1060556,1304540,176.0399933,-0.0044667,0.852406442,NA,NA,NA,NA,NA,NA,NA,0.429481298,NA,0.429481298,NA,415.2354736,13.39756584,NA,-0.62143,NA,,,,,,,,,,,,6.850302696
135,135,137,10,Unexposed,KPWS,Gray,36,79,1,2,0,0,5,46.23544802,-84.18834801,-0.2,-0.62143,-0.44667,2146.672119,10521.24805,17,11,953.2149658,1343.617188,1059387.125,1304540,176.6300049,-0.0044667,0.550584018,NA,NA,NA,NA,NA,NA,NA,0.363958806,NA,0.363958806,NA,415.2009888,13.32436466,NA,-0.62143,NA,,,,,,,,,,,,6.873959064
136,136,138,11,Unexposed,KPWS,Gray,30,85,0,0,0,0,4,46.23545498,-84.18846804,-0.6,-0.62143,-0.44667,2257.962891,10926.63379,17,11,953.2149658,13843.33105,1059387.125,1304540,176.6199951,-0.0044667,0.547025502,NA,NA,NA,NA,NA,NA,NA,0.622174859,NA,0.622174859,NA,415.2009888,13.29375267,NA,-0.62143,NA,,,,,,,,,,,,10.40520954
137,137,139,12,Unexposed,KPWS,Gray,31,98,0,0,0,0,2,46.23541801,-84.18861799,-1.3,-0.62143,-0.44667,2257.962891,10926.63379,13,11,953.2149658,26343.04492,1059942.25,1304540,176.6699982,-0.0044667,0.660468161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.114563,13.25921249,NA,-0.62143,NA,,,,,,,,,,,,5.793101311
138,138,140,13,Unexposed,KPWS,Gray,32,98,0,0,0,0,4,46.23540703,-84.18874104,0,-0.62143,-0.44667,2257.962891,10926.63379,13,11,953.2149658,38842.75781,1044033.188,1304540,176.6199951,-0.0044667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.1091003,13.25921249,NA,-0.62143,NA,,,,,,,,,,,,5.769789219
139,139,141,14,Unexposed,KPWS,Gray,33,88,1,2,0,0,2,46.23539303,-84.18885704,1,-0.62143,-0.44667,2288.554932,10985.42676,13,11,953.2149658,42636.73047,1047753.125,1304540,176.6999969,-0.0044667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.1046753,13.25419712,NA,-0.62143,NA,,,,,,,,,,,,5.759404182
140,140,142,15,Unexposed,KPWS,Gray,35,68,1,10,0,0,3,46.23538499,-84.18899601,2,-0.62143,-0.44667,2288.554932,10985.42676,13,11,953.2149658,54682.05859,1052158.75,1304540,176.6699982,-0.0044667,NA,NA,NA,NA,NA,NA,NA,NA,2.852051258,NA,2.852051258,NA,415.1016846,13.25572968,NA,-0.62143,NA,,,,,,,,,,,,5.766934395
141,141,143,1,Exposed,WPSS,Gray,37,4,0,0,0,0,0,46.21537596,-84.14979796,0,-2.254545455,-2.066666667,2189.87793,8968.152344,15,95,506.0083008,66821.51563,577390.0625,180677.0195,176.6699982,-0.020666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.47153854,13.82728767,NA,-2.254545455,NA,,,,,,,,,,,,5.767074108
142,142,144,2,Exposed,WPSS,Gray,38,59,0,0,0,0,0,46.21532902,-84.14981104,-11,-2.25455,-2.06667,2189.87793,8968.152344,15,95,506.0083008,66821.51563,270019.2813,180677,176.7700043,-0.0206667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.83036804,10.5730896,NA,-2.25455,NA,,,,,,,,,,,,5.764759541
143,143,145,3,Exposed,WPSS,Gray,39,67,0,0,0,0,0,46.21528401,-84.14982797,-1.6,-2.25455,-2.06667,2189.87793,8968.152344,15,95,506.0083008,71219.10938,270019.2813,180677,176.8099976,-0.0206667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.21514511,10.5730896,NA,-2.25455,NA,,,,,,,,,,,,44.41950607
144,144,146,4,Exposed,WPSS,Gray,40,86,0,0,0,0,0,46.21523699,-84.14984196,-3.8,-2.25455,-2.06667,2189.87793,8968.152344,13,95,506.0083008,71219.10938,108038.9844,180677,176.6999969,-0.0206667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.21514511,10.5730896,NA,-2.25455,NA,,,,,,,,,,,,43.85049057
145,145,147,5,Exposed,WPSS,Gray,41,90,0,0,0,0,0,46.21519298,-84.149862,-0.8,-2.25455,-2.06667,2189.87793,8968.152344,15,11,506.0083008,59518.50781,182522.4844,180677,176.6000061,-0.0206667,1.613590002,NA,NA,NA,NA,NA,NA,NA,NA,-23.35098648,NA,-23.35098648,9.335762978,4.294695854,NA,-23.35098648,NA,,,,,,,,,,,,62.02868271
146,146,148,6,Exposed,WPSS,Gray,42,83,0,0,0,0,0,46.21515099,-84.14987298,1.4,-2.25455,-2.06667,2189.87793,8968.152344,13,11,506.0083008,47992.38281,182522.4844,180677,176.7400055,-0.0206667,1.613590002,NA,NA,NA,NA,NA,NA,NA,NA,-23.35098648,NA,-23.35098648,9.335762978,4.294695854,NA,-23.35098648,NA,,,,,,,,,,,,26.20467567
147,147,149,7,Exposed,WPSS,Gray,43,83,0,0,0,0,0,46.21510103,-84.14988304,0,-2.25455,-2.06667,2189.87793,8968.152344,13,11,506.0083008,36698.14453,99924.98438,180677,176.8500061,-0.0206667,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,9.335762978,2.731375933,NA,10.06746674,NA,,,,,,,,,,,,8.446696281
148,148,150,8,Exposed,WPSS,Gray,44,97,0,0,0,0,0,46.21507304,-84.14989896,-2.8,-2.25455,-2.06667,2189.87793,8968.152344,13,11,506.0083008,27850.66602,99924.98438,180677,176.9400024,-0.0206667,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.456381053,2.731375933,NA,10.06746674,NA,,,,,,,,,,,,5.332616329
149,149,151,9,Exposed,WPSS,Gray,45,104,0,0,0,0,0,46.21502199,-84.149906,-1.4,-2.25455,-2.06667,2189.87793,8968.152344,13,11,392.7332764,34894.21094,95516.09375,180677,176.6999969,-0.0206667,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.456381053,2.731375933,NA,10.06746674,NA,,,,,,,,,,,,12.00673008
150,150,152,10,Exposed,WPSS,Gray,46,112,0,0,0,0,0,46.21497497,-84.14990701,-1.6,-2.25455,-2.06667,2189.87793,8968.152344,13,11,392.7332764,24567.9707,95516.09375,180677,176.6000061,-0.0206667,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.444844812,2.725146055,NA,10.06746674,NA,,,,,,,,,,,,7.449828625
151,151,153,11,Exposed,WPSS,Gray,47,122,0,0,0,0,0,46.21491998,-84.14991296,-2,-2.25455,-2.06667,2189.87793,8968.152344,13,11,392.7332764,13375.28809,95516.09375,180677,176.7200012,-0.0206667,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.444844812,2.725146055,NA,10.06746674,NA,,,,,,,,,,,,42.13243103
152,152,154,12,Exposed,WPSS,Gray,48,128,0,0,0,0,0,46.21488897,-84.14990902,-1.2,-2.25455,-2.06667,2189.87793,8968.152344,13,11,392.7332764,1297.321533,91213.40625,180677,176.1000061,-0.0206667,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.444844812,2.719453812,NA,10.06746674,NA,,,,,,,,,,,,44.18440628
153,153,155,1,Exposed,WPSC,Green,63,0,0,0,0,0,0,46.21547897,-84.15004598,0,-1.923076923,-1.785714286,2378.666016,9795.402344,15,11,506.0083008,1290.949585,418890.5,165944.6133,176,-0.017857143,0.249376997,NA,NA,NA,NA,NA,NA,NA,NA,0.254678816,NA,0.254678816,18.23420715,11.71281719,NA,0.254678816,NA,,,,,,,,,,,,23.00037956
154,154,156,2,Exposed,WPSC,Green,64,11,0,0,0,0,0,46.21543799,-84.15006098,-2.2,-1.92308,-1.78571,2378.666016,9795.402344,15,11,506.0083008,1290.949585,249100.5625,165944.6,176.0500031,-0.0178571,0.249376997,NA,NA,NA,NA,NA,NA,NA,NA,0.254678816,NA,0.254678816,18.23420715,10.10146904,NA,0.254678816,NA,,,,,,,,,,,,7.884211063
155,155,157,3,Exposed,WPSC,Green,65,45,0,0,0,0,0,46.21539096,-84.15007297,-6.8,-1.92308,-1.78571,2378.666016,9795.402344,15,11,506.0083008,1285.235596,249100.5625,165944.6,176.2100067,-0.0178571,1.613590002,NA,NA,NA,NA,NA,NA,NA,NA,-23.35098648,NA,-23.35098648,12.60376644,10.10146904,NA,-23.35098648,NA,,,,,,,,,,,,7.242371559
156,156,158,4,Exposed,WPSC,Green,66,46,0,0,0,0,0,46.21534302,-84.15007297,-0.2,-1.92308,-1.78571,2378.666016,9795.402344,15,11,506.0083008,1280.213745,183696.2031,165944.6,176.1999969,-0.0178571,1.613590002,NA,NA,NA,NA,NA,NA,NA,NA,-23.35098648,NA,-23.35098648,12.60376644,7.689554214,NA,-23.35098648,NA,,,,,,,,,,,,6.743851185
157,157,159,5,Exposed,WPSC,Green,67,55,0,0,0,0,0,46.215297,-84.15009099,-1.8,-1.92308,-1.78571,2378.666016,9795.402344,15,11,506.0083008,1263.937744,183696.2031,165944.6,176.3000031,-0.0178571,1.613590002,NA,NA,NA,NA,NA,NA,NA,NA,-23.35098648,NA,-23.35098648,9.342737198,7.689554214,NA,-23.35098648,NA,,,,,,,,,,,,6.735391617
158,158,160,6,Exposed,WPSC,Green,68,80,0,0,0,0,0,46.21525199,-84.15010097,-5,-1.92308,-1.78571,2378.666016,9795.402344,13,11,506.0083008,18102.25391,101057.4297,165944.6,176.1699982,-0.0178571,1.613590002,NA,NA,NA,NA,NA,NA,NA,NA,-23.35098648,NA,-23.35098648,9.342737198,7.689554214,NA,-23.35098648,NA,,,,,,,,,,,,1719.088623
159,159,161,7,Exposed,WPSC,Green,69,83,0,0,0,0,0,46.21521,-84.15011597,-0.6,-1.92308,-1.78571,2378.666016,9795.402344,13,11,506.0083008,9257.370117,101057.4297,165944.6,177.0800018,-0.0178571,1.613590002,NA,NA,NA,NA,NA,NA,NA,NA,-23.35098648,NA,-23.35098648,9.342737198,3.832996368,NA,-23.35098648,NA,,,,,,,,,,,,10.08409691
160,160,162,8,Exposed,WPSC,Green,70,83,0,0,0,0,0,46.21516096,-84.15012703,0,-1.92308,-1.78571,2378.666016,9795.402344,13,11,506.0083008,9257.370117,101057.4297,165944.6,177.2100067,-0.0178571,1.613590002,NA,NA,NA,NA,NA,NA,NA,NA,-23.35098648,NA,-23.35098648,0.463113636,3.832996368,NA,-23.35098648,NA,,,,,,,,,,,,18.45859909
161,161,163,9,Exposed,WPSC,Green,71,85,0,0,0,0,0,46.21511604,-84.15013097,-0.4,-1.92308,-1.78571,2378.666016,9795.402344,13,11,506.0083008,412.4905396,96609.32813,165944.6,177.2100067,-0.0178571,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.463113636,2.72579217,NA,10.06746674,NA,,,,,,,,,,,,14.81330776
162,162,164,10,Exposed,WPSC,Green,72,86,0,0,0,0,0,46.21507597,-84.15014899,-0.2,-1.92308,-1.78571,2378.666016,9795.402344,13,11,506.0083008,412.4905396,96609.32813,165944.6,176.9900055,-0.0178571,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.44673726,2.72579217,NA,10.06746674,NA,,,,,,,,,,,,5.793101311
163,163,165,11,Exposed,WPSC,Green,73,98,0,0,0,0,0,46.21503096,-84.15015897,-2.4,-1.92308,-1.78571,2378.666016,9795.402344,13,11,392.7332764,412.4905396,92267.19531,165944.6,176.7200012,-0.0178571,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.44673726,2.72579217,NA,10.06746674,NA,,,,,,,,,,,,5.755596161
164,164,166,12,Exposed,WPSC,Green,74,110,0,0,0,0,0,46.21493599,-84.15018302,-2.4,-1.92308,-1.78571,2378.666016,9795.402344,13,11,392.7332764,399.9908447,89085.5625,165944.6,176.3099976,-0.0178571,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.434993535,2.719969511,NA,10.06746674,NA,,,,,,,,,,,,5.720069408
165,165,167,13,Exposed,WPSC,Green,76,118,0,0,0,0,0,46.21552901,-84.15030498,-1.6,-1.92308,-1.78571,2378.666016,9795.402344,23,11,506.0083008,399.9908447,268729.6563,165944.6,176.1600037,-0.0178571,0.865024984,NA,NA,NA,NA,NA,NA,NA,NA,1.173431039,NA,1.173431039,13.03060055,10.58323479,NA,1.173431039,NA,,,,,,,,,,,,5.685201645
166,166,168,14,Exposed,WPSC,Green,75,125,0,0,0,0,0,46.21497799,-84.15016903,-1.4,-1.92308,-1.78571,2210.489014,9072.026367,13,11,392.7332764,387.4911194,92267.19531,165944.6,176.0599976,-0.0178571,1.471789956,NA,NA,NA,NA,NA,NA,NA,NA,10.06746674,NA,10.06746674,0.434993535,2.719969511,NA,10.06746674,NA,,,,,,,,,,,,5.684905052
167,167,169,1,Exposed,WPSN,Green,77,15,0,0,0,0,0,46.21548501,-84.15032099,0,-1.745454545,-1.6,2210.489014,9072.026367,13,11,506.0083008,387.4911194,103436,132159.8138,175.9600067,-0.016,0.865024984,NA,NA,NA,NA,NA,NA,NA,NA,1.173431039,NA,1.173431039,13.03060055,10.58323479,NA,1.173431039,NA,,,,,,,,,,,,71.56391907
168,168,170,2,Exposed,WPSN,Green,78,75,0,0,0,0,0,46.21544503,-84.15034303,-12,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,387.4911194,103436,132159.8,175.8600006,-0.016,0.865024984,NA,NA,NA,NA,NA,NA,NA,NA,1.173431039,NA,1.173431039,13.03060055,4.304841042,NA,1.173431039,NA,,,,,,,,,,,,84.12070465
169,169,171,3,Exposed,WPSN,Green,79,54,0,0,0,0,0,46.21540203,-84.15035896,4.2,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,399.9908447,103436,132159.8,175.75,-0.016,1.746670008,NA,NA,NA,NA,NA,NA,NA,NA,1.173431039,NA,1.173431039,0.478018671,4.304841042,NA,1.173431039,NA,,,,,,,,,,,,66.69695282
170,170,172,4,Exposed,WPSN,Green,80,59,0,0,0,0,0,46.21535601,-84.15036399,-1,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,399.9908447,98912.44531,132159.8,176.6000061,-0.016,1.746670008,NA,NA,NA,NA,NA,NA,NA,NA,-5.627241135,NA,-5.627241135,0.478018671,4.304841042,NA,-5.627241135,NA,,,,,,,,,,,,43.34815216
171,171,173,5,Exposed,WPSN,Green,81,71,0,0,0,0,0,46.215311,-84.15037899,-2.4,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,387.4911194,98912.44531,132159.8,176.3000031,-0.016,1.746670008,NA,NA,NA,NA,NA,NA,NA,NA,-5.627241135,NA,-5.627241135,0.466085047,2.735243797,NA,-5.627241135,NA,,,,,,,,,,,,17.08120155
172,172,174,6,Exposed,WPSN,Green,82,76,0,0,0,0,0,46.21527001,-84.15039098,-1,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,387.4911194,98912.44531,132159.8,176.1100006,-0.016,1.746670008,NA,NA,NA,NA,NA,NA,NA,NA,-5.627241135,NA,-5.627241135,0.466085047,2.73312068,NA,-5.627241135,NA,,,,,,,,,,,,5.571195126
173,173,175,7,Exposed,WPSN,Green,83,78,0,0,0,0,0,46.21522299,-84.15040498,-0.4,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,387.4911194,94493.57813,132159.8,175.8600006,-0.016,1.746670008,NA,NA,NA,NA,NA,NA,NA,NA,-5.627241135,NA,-5.627241135,0.466085047,2.727165937,NA,-5.627241135,NA,,,,,,,,,,,,7.755408764
174,174,176,8,Exposed,WPSN,Green,84,76,0,0,0,0,0,46.215181,-84.15041403,0.4,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,399.9908447,94493.57813,132159.8,175.7200012,-0.016,1.746670008,NA,NA,NA,NA,NA,NA,NA,NA,-5.627241135,NA,-5.627241135,0.454179585,2.727165937,NA,-5.627241135,NA,,,,,,,,,,,,5.565401554
175,175,177,9,Exposed,WPSN,Green,85,78,0,0,0,0,0,46.21513498,-84.150424,-0.4,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,399.9908447,90179.75781,132159.8,176.6399994,-0.016,1.015879989,NA,NA,NA,NA,NA,NA,NA,NA,-5.627241135,NA,-5.627241135,0.454179585,2.727165937,NA,-5.627241135,NA,,,,,,,,,,,,5.565401554
176,176,178,10,Exposed,WPSN,Green,86,95,0,0,0,0,0,46.21509098,-84.15043398,-3.4,-1.74545,-1.6,2210.489014,9072.026367,13,11,506.0083008,387.4911194,90179.75781,132159.8,176.2700043,-0.016,1.015879989,NA,NA,NA,NA,NA,NA,NA,NA,1.613193154,NA,1.613193154,0.442304164,2.721226215,NA,1.613193154,NA,,,,,,,,,,,,58.10149002
177,177,179,11,Exposed,WPSN,Green,87,104,0,0,0,0,0,46.21504596,-84.15044202,-1.8,-1.74545,-1.6,2210.489014,9072.026367,13,11,392.7332764,387.4911194,90179.75781,132159.8,175.8899994,-0.016,1.015879989,NA,NA,NA,NA,NA,NA,NA,NA,1.613193154,NA,1.613193154,0.442304164,2.721226215,NA,1.613193154,NA,,,,,,,,,,,,6.778100967
178,178,180,12,Exposed,WPSN,Green,88,111,0,0,0,0,0,46.21808801,-84.14379702,-1.4,-1.74545,-1.6,2600.893066,10660.29102,13,11,985.460022,387.4911194,519346,132159.8,175.6000061,-0.016,0.142655998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.135449886,4.531321526,NA,1.613193154,NA,,,,,,,,,,,,6.606418133
179,179,181,2,Unexposed,WPEC,Green,91,1,0,0,0,0,20,46.22098002,-84.14719303,0,-0.421428571,-0.393333333,1560.325,5888.140137,23,90,1033.890747,374.991394,2541774.5,1155049.604,175.5200043,-0.003933333,0.142655998,NA,NA,NA,NA,NA,NA,NA,NA,0.143632039,NA,0.143632039,189.6253662,31.47844315,NA,0.143632039,NA,,,,,,,,,,,,6.506112576
180,180,182,3,Unexposed,WPEC,Green,92,20,0,0,0,0,25,46.22095898,-84.14706697,-1.9,-0.42143,-0.39333,1560.324951,5888.140137,23,90,1033.890747,374.991394,1900008.25,1155050,175.3800049,-0.0039333,0.142655998,NA,NA,NA,NA,NA,NA,NA,NA,0.143632039,NA,0.143632039,177.0727844,25.20005035,NA,0.143632039,NA,,,,,,,,,,,,6.328533173
181,181,183,4,Unexposed,WPEC,Green,93,17,0,0,0,0,21,46.22093601,-84.14694702,0.3,-0.42143,-0.39333,1560.324951,5888.140137,15,90,1033.890747,362.4916992,1414484.875,1155050,175.4499969,-0.0039333,0.660077989,NA,NA,NA,NA,NA,NA,NA,NA,0.143632039,NA,0.143632039,177.0727844,18.92165565,NA,0.143632039,NA,,,,,,,,,,,,6.218894005
182,182,184,5,Unexposed,WPEC,Green,94,22,0,0,0,0,3,46.22091204,-84.14682398,-0.5,-0.42143,-0.39333,1560.324951,5888.140137,23,95,1033.890747,362.4916992,1414484.875,1155050,175.3899994,-0.0039333,0.660077989,NA,NA,NA,NA,NA,NA,NA,NA,0.776229858,NA,0.776229858,164.5202026,14.63488674,NA,0.776229858,NA,,,,,,,,,,,,64.03525543
183,183,185,6,Unexposed,WPEC,Green,95,12,0,0,0,0,15,46.220891,-84.14669196,1,-0.42143,-0.39333,1782.417969,6757.725586,15,95,1033.890747,49054.41406,1198466.375,1155050,175.4700012,-0.0039333,0.660077989,NA,NA,NA,NA,NA,NA,NA,NA,0.776229858,NA,0.776229858,151.9676208,14.63488674,NA,0.776229858,NA,,,,,,,,,,,,44.2131958
184,184,186,7,Unexposed,WPEC,Green,96,18,0,0,0,0,18,46.22088203,-84.14657101,-0.6,-0.42143,-0.39333,1782.417969,6757.725586,23,95,1127.978149,34531.3125,989422.3125,1155050,176.75,-0.0039333,0.660421014,NA,NA,NA,NA,NA,NA,NA,NA,0.776229858,NA,0.776229858,139.4150391,8.680757523,NA,0.776229858,NA,,,,,,,,,,,,43.49533081
185,185,187,8,Unexposed,WPEC,Green,97,25,0,0,0,0,12,46.22085898,-84.14644604,-0.7,-0.42143,-0.39333,1782.417969,6757.725586,13,11,1127.978149,34531.3125,888415.25,1155050,176.7299957,-0.0039333,0.660421014,NA,NA,NA,NA,NA,NA,NA,NA,0.776229858,NA,0.776229858,148.2821808,4.689344406,NA,0.776229858,NA,,,,,,,,,,,,43.38101578
186,186,188,9,Unexposed,WPEC,Green,98,40,0,0,0,0,15,46.22083702,-84.14631897,-1.5,-0.42143,-0.39333,1890.16394,7272.549805,13,11,1127.978149,27496.58594,888415.25,1155050,176.7200012,-0.0039333,0.660421014,NA,NA,NA,NA,NA,NA,NA,NA,0.776780307,NA,0.776780307,139.3972931,4.686048985,NA,0.776780307,NA,,,,,,,,,,,,54.71754456
187,187,189,10,Unexposed,WPEC,Green,99,70,1,17,0,0,2,46.22081498,-84.14619299,-3,-0.42143,-0.39333,1890.16394,7272.549805,13,11,1127.978149,18602.46289,879595.625,1155050,176.8500061,-0.0039333,0.660421014,NA,NA,NA,NA,NA,NA,NA,NA,0.776780307,NA,0.776780307,139.390686,4.686048985,NA,0.776780307,NA,,,,,,,,,,,,37.8444519
188,188,190,11,Unexposed,WPEC,Green,100,78,1,11,0,0,NA,46.22080098,-84.14607103,-0.8,-0.42143,-0.39333,1890.16394,7272.549805,13,11,1127.978149,925.1994629,871963.5,1155050,176.5899963,-0.0039333,0.258029014,NA,NA,NA,NA,NA,NA,NA,NA,0.776780307,NA,0.776780307,139.3849182,4.683177471,NA,0.776780307,NA,,,,,,,,,,,,37.66366577
189,189,191,12,Unexposed,WPEC,Green,101,73,0,0,0,0,0,46.22078103,-84.14594203,0.5,-0.42143,-0.39333,1984.151001,7747.742188,13,11,1127.978149,912.699707,865208.875,1155050,176.6000061,-0.0039333,0.258029014,NA,NA,NA,NA,NA,NA,NA,NA,0.26391229,NA,0.26391229,139.3797913,4.674736977,NA,0.26391229,NA,,,,,,,,,,,,30.03855896
190,190,192,13,Unexposed,WPEC,Green,102,71,0,0,0,0,0,46.22075999,-84.14582301,0.2,-0.42143,-0.39333,1984.151001,7747.742188,13,11,1127.978149,915.4422607,843756.5625,1155050,176.3699951,-0.0039333,0.258029014,NA,NA,NA,NA,NA,NA,NA,NA,0.26391229,NA,0.26391229,139.3797913,4.67240715,NA,0.26391229,NA,,,,,,,,,,,,34.77669907
191,191,193,14,Unexposed,WPEC,Green,103,73,0,0,0,0,0,46.22074298,-84.145706,-0.2,-0.42143,-0.39333,1984.151001,7747.742188,13,11,1127.978149,903.2471313,843756.5625,1155050,176.7599945,-0.0039333,0.509244025,NA,NA,NA,NA,NA,NA,NA,NA,0.26391229,NA,0.26391229,139.3632965,4.670592308,NA,0.26391229,NA,,,,,,,,,,,,28.37947464
192,192,194,15,Unexposed,WPEC,Green,104,65,0,0,0,0,0,46.22066603,-84.14532303,0.8,-0.42143,-0.39333,2083.771973,8234.670898,13,11,1127.978149,943.4448242,914619,1155050,175.8800049,-0.0039333,0.300603002,NA,NA,NA,NA,NA,NA,NA,NA,0.558366597,NA,0.558366597,139.3565063,10.2810688,NA,0.558366597,NA,,,,,,,,,,,,37.89616013
193,193,195,16,Unexposed,WPEC,Green,106,60,0,0,0,0,0,46.22092503,-84.14555697,0.5,-0.42143,-0.39333,2083.771973,8234.670898,13,11,1127.978149,940.1908569,871372.25,1155050,176.3699951,-0.0039333,0.258029014,NA,NA,NA,NA,NA,NA,NA,NA,0.309996754,NA,0.309996754,139.384491,4.683149338,NA,0.309996754,NA,,,,,,,,,,,,38.16811371
194,194,196,15,Unexposed,WPEN,Green,107,65,0,0,0,0,0,46.22093299,-84.14568898,-0.1,-0.46429,-0.433333333,1974.072998,7707.409668,13,11,1127.978149,952.6905518,875386.8125,1559874.513,176.6699982,-0.004333333,0.258029014,NA,NA,NA,NA,NA,NA,NA,NA,0.26391229,NA,0.26391229,139.3875427,4.683149338,NA,0.26391229,NA,,,,,,,,,,,,8.12633419
195,195,197,14,Unexposed,WPEN,Green,108,64,0,0,0,0,0,46.22093702,-84.14581002,0.1,-0.46429,-0.43333,1974.072998,7707.409668,13,11,1127.978149,13022.25195,875386.8125,1559875,176.6600037,-0.0043333,0.258029014,NA,NA,NA,NA,NA,NA,NA,NA,0.26391229,NA,0.26391229,139.3916473,5.86171627,NA,0.26391229,NA,,,,,,,,,,,,6.683511734
